group_id,mean_effect,mean_abs_effect,positive_agreement,negative_agreement,sfr,n_prompts,cluster_id,level,latent_state_target,correct_answer,cue_label
AUX-CF11,0.0625,0.2,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-CF12,-0.1375,0.225,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-CF2,-0.1875,0.25,0.4,0.5,0.0,1,11,AUX,beta,beta,
AUX-CF3,0.4719,0.4719,0.9,0.0,0.0,1,11,AUX,alpha,alpha,
AUX-CF4,-0.1688,0.2938,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-CF5,0.1375,0.2,0.5,0.4,0.0,1,11,AUX,alpha,alpha,
AUX-CF6,-0.225,0.225,0.0,1.0,0.0,1,11,AUX,beta,beta,
AUX-CF7,0.075,0.2875,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-CF8,-0.15,0.15,0.0,0.8,0.0,1,11,AUX,beta,beta,
AUX-CF9,0.0312,0.2688,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-ISO1,-0.0188,0.1438,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-ISO10,0.0438,0.0812,0.5,0.3,0.0,1,11,AUX,beta,beta,
AUX-ISO11,0.1188,0.1312,0.5,0.1,0.0,1,11,AUX,beta,beta,
AUX-ISO12,0.0812,0.0812,0.5,0.0,0.0,1,11,AUX,beta,beta,
AUX-ISO2,-0.0688,0.1438,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-ISO3,-0.0062,0.0688,0.5,0.3,0.0,1,11,AUX,alpha,alpha,
AUX-ISO4,0.1938,0.1938,1.0,0.0,0.0,1,11,AUX,alpha,alpha,
AUX-ISO5,-0.15,0.15,0.0,1.0,0.0,1,11,AUX,alpha,alpha,
AUX-ISO6,0.0812,0.0812,0.5,0.0,0.0,1,11,AUX,alpha,alpha,
AUX-ISO7,0.0688,0.0688,0.8,0.0,0.0,1,11,AUX,beta,beta,
AUX-ISO8,-0.2438,0.2438,0.0,1.0,0.0,1,11,AUX,beta,beta,
AUX-ISO9,0.0062,0.1062,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-P1,0.1875,0.375,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-P10,-0.1625,0.55,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-P11,-0.2312,0.3812,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-P12,0.0125,0.25,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-P2,0.125,0.4125,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-P3,0.25,0.2875,0.5,0.3,0.0,1,11,AUX,alpha,alpha,
AUX-P4,0.2188,0.3562,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-P5,0.2906,1.0156,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-P6,0.0938,0.4188,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-P7,-0.1812,0.3938,0.5,0.5,0.5,1,11,AUX,beta,beta,
AUX-P8,0.0625,0.35,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-P9,-0.1625,0.1875,0.2,0.5,0.5,1,11,AUX,beta,beta,
CP-L1-01,-0.0531,0.3844,0.0,1.0,0.25,2,11,1,alpha,alpha,
CP-L1-02,-0.0719,0.4031,0.0,1.0,0.25,2,11,1,alpha,alpha,
CP-L1-03,0.0094,0.3219,0.3,0.0,0.0,2,11,1,alpha,alpha,
CP-L1-04,0.0969,0.4594,0.5,0.5,0.0,2,11,1,alpha,alpha,
CP-L1-05,-0.0469,0.3344,0.0,0.8,0.0,2,11,1,alpha,alpha,
CP-L1-06,-0.0219,0.2656,0.4,0.5,0.0,2,11,1,alpha,alpha,
CP-L2-01,-0.2625,0.4062,0.0,1.0,0.5,2,11,2,alpha,alpha,
CP-L2-02,-0.0594,0.2531,0.0,0.9,0.15,2,11,2,alpha,alpha,
CP-L2-03,0.0906,0.4906,0.7,0.3,0.0,2,11,2,alpha,alpha,
CP-L2-04,0.1188,0.425,0.9,0.0,0.0,2,11,2,alpha,alpha,
CP-L2-05,0.1188,0.275,0.7,0.0,0.0,2,11,2,alpha,alpha,
CP-L2-06,-0.1125,0.4625,0.3,0.5,0.0,2,11,2,alpha,alpha,
CP-L2-07,-0.0125,0.3875,0.1,0.4,0.0,2,11,2,alpha,alpha,
CP-L2-08,0.0812,0.2875,0.5,0.5,0.0,2,11,2,alpha,alpha,
CP-L2-09,-0.05,0.2875,0.3,0.5,0.0,2,11,2,alpha,alpha,
CP-L2-10,0.0094,0.4344,0.5,0.5,0.0,2,11,2,alpha,alpha,
CP-L2-11,-0.2281,0.4031,0.0,1.0,0.0,2,11,2,alpha,alpha,
CP-L2-12,-0.0141,0.3828,0.4,0.5,0.0,2,11,2,alpha,alpha,
CP-L2-13,-0.0078,0.1297,0.5,0.5,0.0,2,11,2,alpha,alpha,
CP-L2-14,0.0719,0.4219,1.0,0.0,0.25,2,11,2,alpha,alpha,
CP-L3-01,0.0219,0.4281,0.6,0.1,0.0,2,11,3,alpha,alpha,
CP-L3-02,0.2047,0.5641,0.5,0.5,0.0,2,11,3,alpha,alpha,
CP-L3-03,0.1656,0.5156,1.0,0.0,0.0,2,11,3,alpha,alpha,
CP-L3-04,0.1031,0.3719,0.7,0.1,0.0,2,11,3,alpha,alpha,
KW-A1,-0.1062,0.2812,0.5,0.5,0.0,2,11,1,alpha,alpha,
KW-A2,-0.0344,0.4406,0.5,0.5,0.0,2,11,1,alpha,alpha,
KW-A3,-0.0344,0.2719,0.5,0.5,0.0,2,11,1,alpha,alpha,
KW-A4,0.05,0.3688,0.5,0.5,0.0,2,11,1,alpha,alpha,
KW-A5,0.1062,0.275,0.5,0.5,0.0,2,11,1,alpha,alpha,
KW-A6,0.0562,0.2344,0.5,0.5,0.0,2,11,1,alpha,alpha,
KW-B1,0.0406,0.3219,0.5,0.5,0.0,2,11,1,beta,beta,
KW-B2,-0.0422,0.3672,0.3,0.6,0.25,2,11,1,beta,beta,
KW-B3,0.0219,0.3094,0.5,0.5,0.0,2,11,1,beta,beta,
KW-B4,0.0375,0.35,0.5,0.1,0.0,2,11,1,beta,beta,
KW-B5,0.0547,0.2141,0.6,0.3,0.0,2,11,1,beta,beta,
KW-B6,0.0438,0.2562,0.5,0.5,0.25,2,11,1,beta,beta,
L1-A1,0.0729,0.3802,0.5,0.5,0.0,12,11,1,alpha,alpha,emitted_charge_plus2
L1-A2,0.0813,0.3927,0.5,0.5,0.0,12,11,1,alpha,alpha,emitted_mass4
L1-A3,0.1333,0.3229,0.5,0.5,0.0,12,11,1,alpha,alpha,daughter_z_minus2
L1-A4,0.1538,0.35,0.5,0.5,0.0,10,11,1,alpha,alpha,daughter_a_minus4
L1-A5,0.0969,0.4125,0.5,0.5,0.0,8,11,1,alpha,alpha,emitted_2protons
L1-A6,0.1191,0.3707,0.5,0.5,0.0,8,11,1,alpha,alpha,emitted_2neutrons
L1-B1,-0.0859,0.3682,0.5,0.5,0.125,12,11,1,beta,beta,emitted_charge_minus1
L1-B2,-0.1005,0.363,0.5,0.5,0.2083,12,11,1,beta,beta,daughter_z_plus1
L1-B3,-0.0271,0.4177,0.5,0.5,0.0833,12,11,1,beta,beta,daughter_a_unchanged
L1-B4,0.0856,0.2644,0.5,0.5,0.25,10,11,1,beta,beta,antineutrino_emitted
L1-B5,0.0531,0.3391,0.5,0.5,0.0,8,11,1,beta,beta,emitted_mass_negligible
L1-B6,-0.0812,0.3703,0.5,0.5,0.3,8,11,1,beta,beta,daughter_n_minus1
L2-AR1,0.2756,0.3794,1.0,0.0,0.0,10,11,2,alpha,alpha,composition_2p2n
L2-AR2,0.0763,0.2375,0.5,0.5,0.0,10,11,2,alpha,alpha,charge_plus_mass
L2-AR3,0.2269,0.3394,0.5,0.5,0.0,10,11,2,alpha,alpha,daughter_z_and_a_alpha
L2-AR4,0.148,0.2012,0.9,0.0,0.0,8,11,2,alpha,alpha,composition_plus_daughter
L2-AR5,0.2336,0.2992,0.5,0.5,0.0,8,11,2,alpha,alpha,charge_plus_daughter_z
L2-AR6,0.3238,0.3645,1.0,0.0,0.0,8,11,2,alpha,alpha,mass_plus_daughter_a
L2-AR7,-0.0063,0.2583,0.5,0.5,0.0,6,11,2,alpha,alpha,narrative_ejection
L2-AR8,0.0371,0.2027,0.5,0.5,0.0,8,11,2,alpha,alpha,full_emitted_alpha_spec
L2-BR1,-0.0781,0.3156,0.5,0.5,0.1,10,11,2,beta,beta,z_plus1_a_unchanged
L2-BR2,-0.1506,0.3025,0.5,0.5,0.02,10,11,2,beta,beta,neutron_to_proton
L2-BR3,-0.0758,0.1812,0.5,0.5,0.0,8,11,2,beta,beta,n_to_p_with_antineutrino
L2-BR4,-0.1758,0.2398,0.5,0.5,0.05,8,11,2,beta,beta,charge_plus_z_change
L2-BR5,-0.1458,0.2812,0.5,0.5,0.0833,6,11,2,beta,beta,charge_plus_a_unchanged
L2-BR6,-0.0609,0.2938,0.5,0.5,0.2,8,11,2,beta,beta,z_plus1_with_antineutrino
L2-BR7,0.0188,0.0992,0.5,0.5,0.0,8,11,2,beta,beta,n_to_p_plus_z_plus1
L2-BR8,0.0324,0.1652,0.5,0.5,0.0,8,11,2,beta,beta,full_beta_process_spec
L2-GRAD-A,0.1354,0.2469,0.5,0.5,0.0,6,11,2,alpha,alpha,
L2-GRAD-B,-0.0755,0.2474,0.5,0.5,0.15,6,11,2,beta,beta,
L3-A1,0.0848,0.3762,0.5,0.5,0.0,8,11,3,alpha,alpha,helium4_equivalence
L3-A2,0.1352,0.5844,0.5,0.5,0.0,8,11,3,alpha,alpha,composite_nuclear_object
L3-A3,0.1677,0.5396,0.5,0.5,0.0,6,11,3,alpha,alpha,heavy_nuclear_fragment
L3-A4,0.0573,0.4656,0.5,0.5,0.0,6,11,3,alpha,alpha,baryon_number_4
L3-B1,-0.0609,0.4828,0.5,0.5,0.125,8,11,3,beta,beta,lepton_family
L3-B2,0.118,0.2781,0.5,0.5,0.05,8,11,3,beta,beta,electron_equivalence
L3-B3,-0.2698,0.4594,0.5,0.5,0.1167,6,11,3,beta,beta,not_nuclear_fragment
L3-B4,0.1255,0.3495,0.5,0.5,0.0,6,11,3,beta,beta,muon_family
L3-FA,0.1008,0.1836,0.5,0.5,0.0,8,11,3,alpha,alpha,
L3-FB,0.1805,0.2047,1.0,0.0,0.0,8,11,3,beta,beta,
